,last_name,first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
1199,Rosario, Amed,642708,CLE,FC,Cutter,-1.6,-1,92,7.9,26,0.25,0.417,0.317,32.0,26.9,33.3,0.288,0.394,0.325,41.2
1200,Langeliers, Shea,669127,OAK,CH,Changeup,-3.3,-4,111,11.0,26,0.154,0.192,0.152,42.6,42.3,26.8,0.134,0.172,0.133,20.0
1201,Buxton, Byron,621439,MIN,CUKC,Curveball,-0.2,0,104,10.5,26,0.13,0.261,0.262,32.7,26.9,20.6,0.156,0.281,0.244,12.5
1202,Donovan, Brendan,680977,STL,CH,Changeup,2.1,2,117,10.6,26,0.333,0.417,0.358,25.0,26.9,21.2,0.254,0.317,0.284,11.8
1203,Bregman, Alex,608324,HOU,FC,Cutter,0.8,1,109,8.4,26,0.25,0.417,0.317,15.6,3.8,5.0,0.279,0.472,0.35,30.4
1204,Gomes, Yan,543228,CHC,CH,Changeup,3.3,2,62,9.7,26,0.333,0.5,0.36,23.7,19.2,23.8,0.28,0.491,0.363,30.0
1205,Pollock, AJ,572041,SEA,FF,4-Seamer,-0.8,-1,111,24.9,26,0.2,0.35,0.315,20.0,15.4,13.8,0.256,0.572,0.414,64.7
1206,McCormick, Chas,676801,HOU,SIFT,Sinker,0.0,0,89,13.9,26,0.208,0.333,0.269,20.9,26.9,35.0,0.189,0.229,0.223,17.6
1207,Hernández, Teoscar,606192,SEA,FC,Cutter,-5.1,-6,111,8.3,26,0.087,0.087,0.096,47.1,42.3,32.4,0.124,0.147,0.183,28.6
1208,Renfroe, Hunter,592669,LAA,CUKC,Curveball,-4.1,-3,78,7.0,26,0.2,0.44,0.285,27.8,26.9,26.9,0.16,0.249,0.196,22.2
1209,Nola, Austin,543592,SD,SL,Slider,-1.0,-1,116,19.4,26,0.217,0.261,0.25,24.3,42.3,21.2,0.17,0.195,0.201,23.1
1210,Grossman, Robbie,543257,TEX,CUKC,Curveball,-2.8,-3,120,12.4,26,0.125,0.125,0.192,25.0,38.5,28.6,0.168,0.213,0.205,28.6
1211,Goldschmidt, Paul,502671,STL,CH,Changeup,7.4,6,87,6.2,26,0.417,0.792,0.56,25.0,15.4,20.0,0.354,0.769,0.488,45.0
1212,Contreras, Willson,575929,STL,CH,Changeup,4.9,5,93,8.4,26,0.238,0.476,0.446,28.6,19.2,13.5,0.259,0.468,0.382,50.0
1213,Suzuki, Seiya,673548,CHC,FC,Cutter,-2.8,-3,107,9.6,26,0.15,0.3,0.281,20.0,26.9,28.0,0.172,0.297,0.323,35.7
1214,Hernández, Teoscar,606192,SEA,CH,Changeup,5.7,6,104,7.8,26,0.44,0.72,0.518,33.3,30.8,19.5,0.303,0.562,0.408,41.2
1215,Rodríguez, Julio,677594,SEA,FC,Cutter,-0.5,0,94,7.5,26,0.24,0.36,0.304,43.9,38.5,41.7,0.227,0.352,0.293,26.7
1216,Kepler, Max,596146,MIN,SL,Slider,-2.3,-2,98,13.4,26,0.13,0.217,0.212,33.3,30.8,25.8,0.144,0.196,0.21,33.3
1217,Díaz, Elias,553869,COL,FC,Cutter,8.0,6,79,7.7,26,0.5,0.875,0.602,25.6,15.4,20.0,0.334,0.654,0.412,52.4
1218,DeJong, Paul,657557,STL,SIFT,Sinker,0.3,0,93,12.1,26,0.333,0.542,0.373,7.9,7.7,14.3,0.281,0.44,0.363,34.8
1219,Vogelbach, Daniel,596129,NYM,SL,Slider,0.1,0,134,17.5,25,0.136,0.273,0.236,39.1,52.0,25.5,0.176,0.346,0.278,55.6
1220,Brown, Seth,664913,OAK,SIFT,Sinker,-3.1,-2,66,11.5,25,0.227,0.455,0.336,18.8,20.0,21.7,0.315,0.717,0.468,70.6
1221,Garrett, Stone,656448,WSH,SL,Slider,-1.8,-2,118,21.4,25,0.217,0.348,0.278,46.0,52.0,27.7,0.182,0.233,0.219,40.0
1222,Wiemer, Joey,686894,MIL,CH,Changeup,-0.9,-1,103,10.0,25,0.217,0.435,0.336,36.0,20.0,14.7,0.258,0.394,0.344,16.7
1223,Perez, Salvador,521692,KC,CUKC,Curveball,-3.8,-3,86,8.0,25,0.167,0.167,0.172,57.1,60.0,36.6,0.128,0.153,0.146,33.3
1224,Kemp, Tony,643393,OAK,CH,Changeup,-1.5,-1,88,11.9,25,0.136,0.136,0.164,16.7,8.0,8.7,0.192,0.237,0.223,4.8
1225,Fermin, Freddy,666023,KC,SL,Slider,0.7,1,125,36.7,25,0.273,0.455,0.358,39.7,24.0,13.0,0.265,0.512,0.374,25.0
1226,Turang, Brice,668930,MIL,CH,Changeup,2.8,3,98,13.6,25,0.2,0.44,0.268,30.2,16.0,14.8,0.274,0.483,0.323,23.8
1227,Rooker, Brent,667670,OAK,CUKC,Curveball,-1.2,-1,92,8.5,25,0.13,0.391,0.252,57.9,52.0,40.6,0.136,0.341,0.239,40.0
1228,Happ, Ian,664023,CHC,FC,Cutter,0.4,0,110,7.6,25,0.313,0.438,0.432,30.4,28.0,21.2,0.31,0.497,0.457,50.0
1229,Yoshida, Masataka,807799,BOS,FC,Cutter,-2.8,-3,101,8.6,25,0.091,0.227,0.2,20.0,20.0,25.0,0.148,0.239,0.23,17.6
1230,Bellinger, Cody,641355,CHC,SL,Slider,2.3,3,125,16.1,25,0.318,0.545,0.408,25.9,12.0,7.7,0.233,0.369,0.31,26.3
1231,Wong, Connor,657136,BOS,SIFT,Sinker,-0.1,0,103,14.4,25,0.292,0.625,0.396,15.4,12.0,12.5,0.288,0.437,0.329,38.1
1232,Arroyo, Christian,624414,BOS,SL,Slider,1.5,1,81,15.8,25,0.304,0.435,0.35,27.3,20.0,16.1,0.245,0.291,0.253,31.6
1233,Witt Jr., Bobby,677951,KC,CUKC,Curveball,-2.2,-2,83,6.6,25,0.125,0.167,0.15,25.0,24.0,21.4,0.232,0.442,0.302,50.0
1234,Madrigal, Nick,663611,CHC,SL,Slider,-3.2,-3,106,18.5,25,0.174,0.217,0.214,20.0,16.0,10.8,0.153,0.198,0.196,15.8
1235,Peterson, Jace,607054,OAK,SIFT,Sinker,-1.7,-2,97,9.3,25,0.227,0.227,0.264,8.9,8.0,8.3,0.239,0.34,0.308,30.0
1236,Gomes, Yan,543228,CHC,SL,Slider,-4.3,-5,112,17.6,25,0.13,0.261,0.18,39.3,40.0,22.7,0.203,0.313,0.263,64.3
1237,Carroll, Corbin,682998,AZ,FC,Cutter,-1.8,-2,103,8.3,25,0.13,0.174,0.178,18.0,16.0,20.0,0.205,0.33,0.264,31.6
1238,Smith, Kevin,675656,OAK,FF,4-Seamer,-2.0,-2,117,32.3,25,0.19,0.476,0.295,32.8,32.0,21.1,0.166,0.408,0.261,37.5
1239,Donovan, Brendan,680977,STL,CUKC,Curveball,-1.3,-1,113,10.2,25,0.174,0.217,0.214,18.8,16.0,9.1,0.185,0.226,0.221,15.8
1240,Mountcastle, Ryan,663624,BAL,SIFT,Sinker,-1.9,-3,132,13.6,25,0.261,0.391,0.327,16.7,4.0,4.5,0.342,0.477,0.381,36.4
1241,Mountcastle, Ryan,663624,BAL,FC,Cutter,-2.0,-2,85,8.8,25,0.25,0.542,0.318,21.1,20.0,20.8,0.3,0.79,0.436,40.0
1242,Smith, Pavin,656976,AZ,CH,Changeup,0.6,1,120,14.0,25,0.227,0.273,0.278,39.5,28.0,23.3,0.276,0.391,0.339,20.0
1243,O'Neill, Tyler,641933,STL,FF,4-Seamer,0.6,1,105,26.6,25,0.292,0.542,0.368,37.7,40.0,32.3,0.285,0.634,0.397,78.6
1244,Stephenson, Tyler,663886,CIN,FC,Cutter,-4.6,-5,108,8.7,25,0.167,0.208,0.186,37.0,28.0,28.0,0.19,0.305,0.229,35.3
1245,Walker, Jordan,691023,STL,SIFT,Sinker,-0.1,0,90,16.0,25,0.318,0.364,0.365,11.6,4.0,7.1,0.337,0.466,0.392,42.9
1246,Hays, Austin,669720,BAL,CH,Changeup,0.2,0,110,10.4,25,0.261,0.565,0.374,34.7,24.0,16.2,0.232,0.51,0.344,41.2
1247,Grossman, Robbie,543257,TEX,SIFT,Sinker,-2.1,-2,81,8.4,25,0.2,0.28,0.208,11.4,20.0,25.0,0.275,0.416,0.298,40.0
1248,Ramírez, José,608070,CLE,FC,Cutter,2.1,2,83,6.7,25,0.391,0.696,0.452,19.0,8.0,18.2,0.298,0.5,0.394,31.8
1249,Trejo, Alan,676701,COL,FF,4-Seamer,-1.0,-1,145,30.9,25,0.167,0.167,0.208,18.6,24.0,15.0,0.195,0.235,0.208,16.7
1250,Meneses, Joey,608841,WSH,FC,Cutter,0.9,1,98,8.1,25,0.261,0.391,0.35,25.5,12.0,15.8,0.273,0.413,0.325,55.0
1251,Olson, Matt,621566,ATL,CUKC,Curveball,-0.5,-1,114,7.4,25,0.143,0.333,0.278,34.2,40.0,28.6,0.154,0.43,0.315,36.4
1252,Jiménez, Eloy,650391,CWS,ST,Sweeper,0.1,0,70,9.6,25,0.208,0.5,0.31,46.2,24.0,20.7,0.286,0.553,0.369,61.1
1253,Raley, Luke,670042,TB,FC,Cutter,0.5,0,85,11.0,25,0.19,0.333,0.298,38.5,16.0,21.1,0.294,0.448,0.379,47.1
1254,Kirk, Alejandro,672386,TOR,CUKC,Curveball,-2.1,-1,68,8.3,25,0.24,0.28,0.23,15.6,20.0,16.7,0.195,0.279,0.205,20.0
1255,Raleigh, Cal,663728,SEA,FC,Cutter,0.0,0,96,9.0,25,0.227,0.273,0.278,23.6,24.0,28.6,0.262,0.453,0.349,37.5
1256,Ramírez, Harold,623912,TB,CH,Changeup,-1.5,-1,84,10.3,25,0.24,0.28,0.302,21.2,12.0,12.0,0.297,0.365,0.294,36.4
1257,Taylor, Michael A.,572191,MIN,CUKC,Curveball,-0.1,0,88,10.3,25,0.13,0.261,0.244,41.0,36.0,34.6,0.18,0.242,0.224,35.7
1258,Thomas, Alek,677950,AZ,SL,Slider,1.0,1,93,16.0,25,0.292,0.417,0.386,26.9,24.0,19.4,0.261,0.409,0.331,50.0
1259,Merrifield, Whit,593160,TOR,ST,Sweeper,3.3,3,83,7.8,25,0.318,0.409,0.436,29.3,24.0,19.4,0.236,0.404,0.323,18.8
1260,Jiménez, Eloy,650391,CWS,CH,Changeup,-0.3,0,101,13.9,25,0.227,0.273,0.286,47.8,44.0,28.9,0.18,0.231,0.224,50.0
1261,Arozarena, Randy,668227,TB,CUKC,Curveball,-1.8,-2,94,6.8,25,0.217,0.435,0.308,33.3,32.0,22.2,0.174,0.45,0.295,46.7
1262,Delay, Jason,641511,PIT,SIFT,Sinker,4.4,3,63,17.3,25,0.45,0.6,0.478,26.5,16.0,25.0,0.305,0.498,0.39,35.3
1263,Delay, Jason,641511,PIT,SL,Slider,-3.3,-3,88,24.1,25,0.12,0.2,0.136,38.8,40.0,31.3,0.186,0.226,0.179,20.0
1264,Guerrero Jr., Vladimir,665489,TOR,FC,Cutter,-1.9,-2,107,8.9,25,0.304,0.348,0.322,29.8,4.0,7.7,0.363,0.429,0.376,50.0
1265,Baddoo, Akil,668731,DET,SIFT,Sinker,0.8,1,68,10.6,25,0.19,0.238,0.306,22.7,24.0,50.0,0.22,0.28,0.292,46.7
1266,Marisnick, Jake,545350,DET,FF,4-Seamer,-4.0,-4,100,44.8,25,0.13,0.217,0.228,21.0,20.0,13.5,0.215,0.31,0.263,33.3
1267,Wade Jr., LaMonte,664774,SF,FC,Cutter,0.4,0,84,6.8,25,0.25,0.45,0.378,11.8,12.0,21.4,0.366,0.765,0.52,76.5
1268,Crawford, Brandon,543063,SF,CH,Changeup,-0.8,-1,108,16.0,25,0.174,0.217,0.214,45.3,20.0,17.2,0.227,0.261,0.253,22.2
1269,Estrada, Thairo,642731,SF,ST,Sweeper,-1.4,-1,68,6.3,25,0.16,0.32,0.21,40.0,40.0,32.3,0.128,0.256,0.166,26.7
1270,Baddoo, Akil,668731,DET,SL,Slider,-1.2,-1,106,16.5,25,0.238,0.381,0.336,35.6,24.0,15.0,0.227,0.349,0.32,20.0
1271,McCutchen, Andrew,457705,PIT,FC,Cutter,-2.6,-3,132,11.2,25,0.13,0.13,0.164,23.6,24.0,23.1,0.234,0.288,0.264,41.2
1272,Alvarez, Yordan,670541,HOU,CH,Changeup,9.1,7,81,8.5,25,0.381,1.0,0.59,18.4,12.0,10.7,0.347,0.912,0.55,27.8
1273,Ward, Taylor,621493,LAA,CH,Changeup,4.6,4,90,7.2,25,0.417,0.625,0.46,19.5,16.0,13.3,0.297,0.445,0.336,45.0
1274,Moustakas, Mike,519058,LAA,SIFT,Sinker,-0.6,0,83,13.7,25,0.286,0.286,0.328,13.9,12.0,18.8,0.272,0.335,0.333,27.8
1275,Machado, Manny,592518,SD,CUKC,Curveball,-0.8,-1,79,7.9,25,0.25,0.375,0.288,44.2,36.0,28.1,0.174,0.29,0.219,53.3
1276,Gallo, Joey,608336,MIN,CH,Changeup,-2.0,-2,120,13.9,25,0.056,0.056,0.232,55.6,40.0,20.8,0.074,0.094,0.249,12.5
1277,Rojas, Miguel,500743,LAD,SIFT,Sinker,-4.6,-4,93,15.0,25,0.13,0.13,0.164,12.2,12.0,16.7,0.322,0.459,0.369,55.0
1278,Marsh, Brandon,669016,PHI,CUKC,Curveball,2.2,2,97,8.8,25,0.348,0.565,0.416,42.5,32.0,33.3,0.265,0.551,0.37,60.0
1279,Lindor, Francisco,596019,NYM,FC,Cutter,4.8,5,108,7.9,25,0.36,0.64,0.424,22.4,16.0,17.4,0.313,0.479,0.339,42.9
1280,Nimmo, Brandon,607043,NYM,FC,Cutter,-1.6,-2,109,7.7,25,0.182,0.364,0.258,28.0,12.0,13.6,0.241,0.478,0.338,40.0
1281,Abrams, CJ,682928,WSH,CH,Changeup,0.9,1,104,11.1,25,0.28,0.6,0.368,38.6,20.0,16.7,0.218,0.348,0.245,40.0
1282,Robles, Victor,645302,WSH,SL,Slider,1.5,1,99,21.8,25,0.273,0.409,0.327,26.4,16.0,14.3,0.271,0.361,0.31,26.3
1283,Taylor, Tyrone,621438,MIL,SL,Slider,-0.8,-1,68,24.4,25,0.292,0.458,0.374,32.5,24.0,25.0,0.216,0.27,0.233,22.2
1284,Bogaerts, Xander,593428,SD,FC,Cutter,0.5,1,106,8.6,25,0.318,0.545,0.408,25.6,24.0,24.0,0.296,0.556,0.404,56.3
1285,Odor, Rougned,596059,SD,SL,Slider,0.9,1,100,20.7,25,0.24,0.48,0.302,34.0,36.0,26.5,0.225,0.36,0.251,50.0
1286,Stanton, Giancarlo,519317,NYY,SIFT,Sinker,-2.5,-3,105,20.8,25,0.174,0.304,0.28,13.9,28.0,25.0,0.179,0.238,0.223,37.5
